filepath,object_label,image_file_name,object_style,stimulus_source,filename,image_id,stimulus_id,background_id
from_ko/04-art-4/im60.png,apple,im0.png,cartoon,Art,b0f59906243e042456b315475f987291aa665774.png,b0f59906243e042456b315475f987291aa665774,b0f59906243e042456b315475f987291aa665774,0
from_ko/04-art-0/im61.png,apple,im1.png,cartoon,Art,7ab65cd6d6b0b8399d070a541a0234c8836e1e8b.png,7ab65cd6d6b0b8399d070a541a0234c8836e1e8b,7ab65cd6d6b0b8399d070a541a0234c8836e1e8b,0
from_ko/04-art-3/im50.png,apple,im2.png,cartoon,Art,9ac7accbe9bdb749efd9604c16cfe52015c976d6.png,9ac7accbe9bdb749efd9604c16cfe52015c976d6,9ac7accbe9bdb749efd9604c16cfe52015c976d6,0
from_ko/04-art-4/im61.png,apple,im3.png,cartoon,Art,247ceb4c3e17f3bb6b661abf2b9497004116efb3.png,247ceb4c3e17f3bb6b661abf2b9497004116efb3,247ceb4c3e17f3bb6b661abf2b9497004116efb3,0
from_ko/04-art-0/im62.png,apple,im4.png,cartoon,Art,e7e9e6ad6c6935818e1910f1f45bc8a2be606f24.png,e7e9e6ad6c6935818e1910f1f45bc8a2be606f24,e7e9e6ad6c6935818e1910f1f45bc8a2be606f24,0
from_ko/04-art-2/im50.png,apple,im5.png,cartoon,Art,b5e1d95481904418ca2fdc74cd8fcecd1b70bf49.png,b5e1d95481904418ca2fdc74cd8fcecd1b70bf49,b5e1d95481904418ca2fdc74cd8fcecd1b70bf49,0
from_ko/04-art-3/im62.png,apple,im6.png,line_drawing,Art,c5bf015a13271df02ea3e7837d05367fb24b71d1.png,c5bf015a13271df02ea3e7837d05367fb24b71d1,c5bf015a13271df02ea3e7837d05367fb24b71d1,0
from_ko/04-art-3/im64.png,apple,im7.png,line_drawing,Art,82ebe26e1ee6863a914b051c19fa6bd56f4381a1.png,82ebe26e1ee6863a914b051c19fa6bd56f4381a1,82ebe26e1ee6863a914b051c19fa6bd56f4381a1,0
from_ko/04-art-4/im62.png,apple,im8.png,line_drawing,Art,41d543b1408c95c1414bd18eea0a97139a526443.png,41d543b1408c95c1414bd18eea0a97139a526443,41d543b1408c95c1414bd18eea0a97139a526443,0
from_ko/04-art-1/im63.png,apple,im9.png,line_drawing,Art,d8d20e35a4a9de158f9997832a89ccbeeec83af7.png,d8d20e35a4a9de158f9997832a89ccbeeec83af7,d8d20e35a4a9de158f9997832a89ccbeeec83af7,0
from_ko/04-art-2/im62.png,apple,im10.png,line_drawing,Art,bfc83226e7c47d085ec6c7d2da9a47a9f445eafd.png,bfc83226e7c47d085ec6c7d2da9a47a9f445eafd,bfc83226e7c47d085ec6c7d2da9a47a9f445eafd,0
from_ko/04-art-0/im64.png,apple,im11.png,line_drawing,Art,840b401a0e2c448201892413203e71f8f26ab8cb.png,840b401a0e2c448201892413203e71f8f26ab8cb,840b401a0e2c448201892413203e71f8f26ab8cb,0
from_ko/04-art-4/im70.png,apple,im12.png,mosaic,Art,a857249fb3ffd79e754ba0f4efbb740edd047dd9.png,a857249fb3ffd79e754ba0f4efbb740edd047dd9,a857249fb3ffd79e754ba0f4efbb740edd047dd9,0
from_ko/04-art-3/im71.png,apple,im13.png,mosaic,Art,34b27b4c723279fd0ae22a3c7076e63bedcef90d.png,34b27b4c723279fd0ae22a3c7076e63bedcef90d,34b27b4c723279fd0ae22a3c7076e63bedcef90d,0
from_ko/04-art-4/im69.png,apple,im14.png,mosaic,Art,1566b95a76d1817c0a37187394daef8b45c006c2.png,1566b95a76d1817c0a37187394daef8b45c006c2,1566b95a76d1817c0a37187394daef8b45c006c2,0
from_ko/04-art-3/im69.png,apple,im15.png,mosaic,Art,d6bebc2976fda141af8dba76f92fbdda6e070eb5.png,d6bebc2976fda141af8dba76f92fbdda6e070eb5,d6bebc2976fda141af8dba76f92fbdda6e070eb5,0
from_ko/04-art-0/im70.png,apple,im16.png,mosaic,Art,3190a71277fd5c9e9bf84321abeb006100329b6b.png,3190a71277fd5c9e9bf84321abeb006100329b6b,3190a71277fd5c9e9bf84321abeb006100329b6b,0
from_ko/04-art-0/im71.png,apple,im17.png,mosaic,Art,4dc13841132cf0b7e04fd1a1d7c09455d014938a.png,4dc13841132cf0b7e04fd1a1d7c09455d014938a,4dc13841132cf0b7e04fd1a1d7c09455d014938a,0
from_ko/04-art-3/im66.png,apple,im18.png,painting,Art,41e726504bd93c2c2379683a6eb707ffc1ee7635.png,41e726504bd93c2c2379683a6eb707ffc1ee7635,41e726504bd93c2c2379683a6eb707ffc1ee7635,0
from_ko/04-art-1/im65.png,apple,im19.png,painting,Art,ad246b8cdddb9f07514a7b35e99dade3944b3609.png,ad246b8cdddb9f07514a7b35e99dade3944b3609,ad246b8cdddb9f07514a7b35e99dade3944b3609,0
from_ko/04-art-4/im66.png,apple,im20.png,painting,Art,e807dad206fbe57745fe8db98feabf1cf74c1987.png,e807dad206fbe57745fe8db98feabf1cf74c1987,e807dad206fbe57745fe8db98feabf1cf74c1987,0
from_ko/04-art-0/im66.png,apple,im21.png,painting,Art,55ab6c90df6b49e37120b479704f7003d90ae368.png,55ab6c90df6b49e37120b479704f7003d90ae368,55ab6c90df6b49e37120b479704f7003d90ae368,0
from_ko/04-art-2/im66.png,apple,im22.png,painting,Art,7ead90dde894603829151d7431f0745347083a46.png,7ead90dde894603829151d7431f0745347083a46,7ead90dde894603829151d7431f0745347083a46,0
from_ko/04-art-4/im64.png,apple,im23.png,painting,Art,09983432842fc3c2f920f1e3dc0ea60b179bdfa1.png,09983432842fc3c2f920f1e3dc0ea60b179bdfa1,09983432842fc3c2f920f1e3dc0ea60b179bdfa1,0
from_ko/04-art-4/im68.png,apple,im24.png,sketch,Art,c86e33ec518d510d98a97e60dbbfb4882c8bda9d.png,c86e33ec518d510d98a97e60dbbfb4882c8bda9d,c86e33ec518d510d98a97e60dbbfb4882c8bda9d,0
from_ko/04-art-3/im68.png,apple,im25.png,sketch,Art,f3158a8a3d2911fcb0006d7cb9d73959daeeea89.png,f3158a8a3d2911fcb0006d7cb9d73959daeeea89,f3158a8a3d2911fcb0006d7cb9d73959daeeea89,0
from_ko/04-art-4/im67.png,apple,im26.png,sketch,Art,eee13d951249a9ca3b3e0c953d61c8dc1974ff82.png,eee13d951249a9ca3b3e0c953d61c8dc1974ff82,eee13d951249a9ca3b3e0c953d61c8dc1974ff82,0
from_ko/04-art-2/im69.png,apple,im27.png,sketch,Art,8d737199448be959f42eb92505067dc01175879b.png,8d737199448be959f42eb92505067dc01175879b,8d737199448be959f42eb92505067dc01175879b,0
from_ko/04-art-2/im68.png,apple,im28.png,sketch,Art,748eb92301b16c9b9554541111ac670f623847dc.png,748eb92301b16c9b9554541111ac670f623847dc,748eb92301b16c9b9554541111ac670f623847dc,0
from_ko/04-art-3/im67.png,apple,im29.png,sketch,Art,824a214b6e54a232a9298f7ef70a3517c5ee06a2.png,824a214b6e54a232a9298f7ef70a3517c5ee06a2,824a214b6e54a232a9298f7ef70a3517c5ee06a2,0
from_ko/04-art-2/im0.png,bear,im30.png,cartoon,Art,765bbd6b93c51c2c6fac722d2b5a82bb023a23cd.png,765bbd6b93c51c2c6fac722d2b5a82bb023a23cd,765bbd6b93c51c2c6fac722d2b5a82bb023a23cd,0
from_ko/04-art-3/im1.png,bear,im31.png,cartoon,Art,54ca0fb1dfea6ccf927d23785f05026e99e415f1.png,54ca0fb1dfea6ccf927d23785f05026e99e415f1,54ca0fb1dfea6ccf927d23785f05026e99e415f1,0
from_ko/04-art-1/im0.png,bear,im32.png,cartoon,Art,1b95577797e6a926b09923ca1f7c245a6dd9e5d0.png,1b95577797e6a926b09923ca1f7c245a6dd9e5d0,1b95577797e6a926b09923ca1f7c245a6dd9e5d0,0
from_ko/04-art-1/im1.png,bear,im33.png,cartoon,Art,2fccd8fc2a70d5f4e996ae1cc48074b7e5236d64.png,2fccd8fc2a70d5f4e996ae1cc48074b7e5236d64,2fccd8fc2a70d5f4e996ae1cc48074b7e5236d64,0
from_ko/04-art-0/im2.png,bear,im34.png,cartoon,Art,590bc0f1bee1dad365376f6dd59b75b926e6f39c.png,590bc0f1bee1dad365376f6dd59b75b926e6f39c,590bc0f1bee1dad365376f6dd59b75b926e6f39c,0
from_ko/04-art-4/im0.png,bear,im35.png,cartoon,Art,d962764d70dae9ac208dd58ca9acb63e7d6ac0c6.png,d962764d70dae9ac208dd58ca9acb63e7d6ac0c6,d962764d70dae9ac208dd58ca9acb63e7d6ac0c6,0
from_ko/04-art-0/im4.png,bear,im36.png,line_drawing,Art,a19e807cc9c64a6023d4d29f8f558352d784da6e.png,a19e807cc9c64a6023d4d29f8f558352d784da6e,a19e807cc9c64a6023d4d29f8f558352d784da6e,0
from_ko/04-art-3/im3.png,bear,im37.png,line_drawing,Art,7929bffc85c6b9fe25fff351bf241b24af620d56.png,7929bffc85c6b9fe25fff351bf241b24af620d56,7929bffc85c6b9fe25fff351bf241b24af620d56,0
from_ko/04-art-2/im3.png,bear,im38.png,line_drawing,Art,50bf89dd0532e11a19631fb9f51fa6df818964e7.png,50bf89dd0532e11a19631fb9f51fa6df818964e7,50bf89dd0532e11a19631fb9f51fa6df818964e7,0
from_ko/04-art-2/im4.png,bear,im39.png,line_drawing,Art,1bd6958daef05c34e5f37b6ad86f914c025d2c63.png,1bd6958daef05c34e5f37b6ad86f914c025d2c63,1bd6958daef05c34e5f37b6ad86f914c025d2c63,0
from_ko/04-art-2/im2.png,bear,im40.png,line_drawing,Art,1a4a978b7264a08647919c7b0b09bb20de3f3a1c.png,1a4a978b7264a08647919c7b0b09bb20de3f3a1c,1a4a978b7264a08647919c7b0b09bb20de3f3a1c,0
from_ko/04-art-1/im4.png,bear,im41.png,line_drawing,Art,9256be77c4c6b96f8ed294dff4d753e35c58664f.png,9256be77c4c6b96f8ed294dff4d753e35c58664f,9256be77c4c6b96f8ed294dff4d753e35c58664f,0
from_ko/04-art-2/im11.png,bear,im42.png,mosaic,Art,975f1f6be64b19e4e5e2f156655c5a0ba404a864.png,975f1f6be64b19e4e5e2f156655c5a0ba404a864,975f1f6be64b19e4e5e2f156655c5a0ba404a864,0
from_ko/04-art-1/im11.png,bear,im43.png,mosaic,Art,407817bde009adbcd45aa6eb2ad2bae2187e183b.png,407817bde009adbcd45aa6eb2ad2bae2187e183b,407817bde009adbcd45aa6eb2ad2bae2187e183b,0
from_ko/04-art-0/im10.png,bear,im44.png,mosaic,Art,24dd15b577ef7240a3a486da3d370cf2e8567593.png,24dd15b577ef7240a3a486da3d370cf2e8567593,24dd15b577ef7240a3a486da3d370cf2e8567593,0
from_ko/04-art-4/im10.png,bear,im45.png,mosaic,Art,bfcf4ea0257aad49800b4303f7386902009afafc.png,bfcf4ea0257aad49800b4303f7386902009afafc,bfcf4ea0257aad49800b4303f7386902009afafc,0
