image_current_local_file_path,identifier,stimulus_id,image_file_name,object_style,filepath,filename,object_label
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im0.png,Art,b0f59906243e042456b315475f987291aa665774,im0.png,cartoon,from_ko/04-art-4/im60.png,b0f59906243e042456b315475f987291aa665774.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im1.png,Art,7ab65cd6d6b0b8399d070a541a0234c8836e1e8b,im1.png,cartoon,from_ko/04-art-0/im61.png,7ab65cd6d6b0b8399d070a541a0234c8836e1e8b.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im2.png,Art,9ac7accbe9bdb749efd9604c16cfe52015c976d6,im2.png,cartoon,from_ko/04-art-3/im50.png,9ac7accbe9bdb749efd9604c16cfe52015c976d6.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im3.png,Art,247ceb4c3e17f3bb6b661abf2b9497004116efb3,im3.png,cartoon,from_ko/04-art-4/im61.png,247ceb4c3e17f3bb6b661abf2b9497004116efb3.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im4.png,Art,e7e9e6ad6c6935818e1910f1f45bc8a2be606f24,im4.png,cartoon,from_ko/04-art-0/im62.png,e7e9e6ad6c6935818e1910f1f45bc8a2be606f24.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im5.png,Art,b5e1d95481904418ca2fdc74cd8fcecd1b70bf49,im5.png,cartoon,from_ko/04-art-2/im50.png,b5e1d95481904418ca2fdc74cd8fcecd1b70bf49.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im6.png,Art,c5bf015a13271df02ea3e7837d05367fb24b71d1,im6.png,line_drawing,from_ko/04-art-3/im62.png,c5bf015a13271df02ea3e7837d05367fb24b71d1.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im7.png,Art,82ebe26e1ee6863a914b051c19fa6bd56f4381a1,im7.png,line_drawing,from_ko/04-art-3/im64.png,82ebe26e1ee6863a914b051c19fa6bd56f4381a1.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im8.png,Art,41d543b1408c95c1414bd18eea0a97139a526443,im8.png,line_drawing,from_ko/04-art-4/im62.png,41d543b1408c95c1414bd18eea0a97139a526443.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im9.png,Art,d8d20e35a4a9de158f9997832a89ccbeeec83af7,im9.png,line_drawing,from_ko/04-art-1/im63.png,d8d20e35a4a9de158f9997832a89ccbeeec83af7.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im10.png,Art,bfc83226e7c47d085ec6c7d2da9a47a9f445eafd,im10.png,line_drawing,from_ko/04-art-2/im62.png,bfc83226e7c47d085ec6c7d2da9a47a9f445eafd.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im11.png,Art,840b401a0e2c448201892413203e71f8f26ab8cb,im11.png,line_drawing,from_ko/04-art-0/im64.png,840b401a0e2c448201892413203e71f8f26ab8cb.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im12.png,Art,a857249fb3ffd79e754ba0f4efbb740edd047dd9,im12.png,mosaic,from_ko/04-art-4/im70.png,a857249fb3ffd79e754ba0f4efbb740edd047dd9.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im13.png,Art,34b27b4c723279fd0ae22a3c7076e63bedcef90d,im13.png,mosaic,from_ko/04-art-3/im71.png,34b27b4c723279fd0ae22a3c7076e63bedcef90d.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im14.png,Art,1566b95a76d1817c0a37187394daef8b45c006c2,im14.png,mosaic,from_ko/04-art-4/im69.png,1566b95a76d1817c0a37187394daef8b45c006c2.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im15.png,Art,d6bebc2976fda141af8dba76f92fbdda6e070eb5,im15.png,mosaic,from_ko/04-art-3/im69.png,d6bebc2976fda141af8dba76f92fbdda6e070eb5.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im16.png,Art,3190a71277fd5c9e9bf84321abeb006100329b6b,im16.png,mosaic,from_ko/04-art-0/im70.png,3190a71277fd5c9e9bf84321abeb006100329b6b.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im17.png,Art,4dc13841132cf0b7e04fd1a1d7c09455d014938a,im17.png,mosaic,from_ko/04-art-0/im71.png,4dc13841132cf0b7e04fd1a1d7c09455d014938a.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im18.png,Art,41e726504bd93c2c2379683a6eb707ffc1ee7635,im18.png,painting,from_ko/04-art-3/im66.png,41e726504bd93c2c2379683a6eb707ffc1ee7635.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im19.png,Art,ad246b8cdddb9f07514a7b35e99dade3944b3609,im19.png,painting,from_ko/04-art-1/im65.png,ad246b8cdddb9f07514a7b35e99dade3944b3609.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im20.png,Art,e807dad206fbe57745fe8db98feabf1cf74c1987,im20.png,painting,from_ko/04-art-4/im66.png,e807dad206fbe57745fe8db98feabf1cf74c1987.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im21.png,Art,55ab6c90df6b49e37120b479704f7003d90ae368,im21.png,painting,from_ko/04-art-0/im66.png,55ab6c90df6b49e37120b479704f7003d90ae368.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im22.png,Art,7ead90dde894603829151d7431f0745347083a46,im22.png,painting,from_ko/04-art-2/im66.png,7ead90dde894603829151d7431f0745347083a46.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im23.png,Art,09983432842fc3c2f920f1e3dc0ea60b179bdfa1,im23.png,painting,from_ko/04-art-4/im64.png,09983432842fc3c2f920f1e3dc0ea60b179bdfa1.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im24.png,Art,c86e33ec518d510d98a97e60dbbfb4882c8bda9d,im24.png,sketch,from_ko/04-art-4/im68.png,c86e33ec518d510d98a97e60dbbfb4882c8bda9d.png,apple
/braintree/data2/active/users/sgouldin/experiments-codebase/RSVP-domain_transfer/images/im25.png,Art,f3158a8a3d2911fcb0006d7cb9d73959daeeea89,im25.png,sketch,from_ko/04-art-3/im68.png,f3158a8a3d2911fcb0006d7cb9d73959daeeea89.png,apple
